Investor ID,Name,Country of registration/origin,Classification,Investor homepage,Opencorporates link,Comment,Action comment
2613,Unknown (#158835),Ethiopia,Private company,,,,
2614,Sun Opta Inc,Canada,Stock-exchange listed company,,,Sun Opta is the parent of Dutch-based The Organic Corporation (TOC). ,
2616,Tekron Group,Turkey,Private company,,,,
2617,Petropalm LLC,United States of America,Private company,,,"According to Florida Dep of state is the investor ""inactive"" (PROFUNDO)",
2618,"Maruha Nichiro Holdings, Inc.",Japan,Private company,,,"Maruha Nichiro Holdings sold the Agrobest Shrimp Farming company to Fujian Hengshui Group, a Chinese investor for an undisclosed amount. This is due to the effect of the widespread disease called Early Mortality Syndrome (EMS)",
2619,Komor Enterprise Limited,Republic of Korea,Private company,,,,
2620,PT Puri Usaha Kencana,Indonesia,Private company,,,,
2621,Unknown (2621),Republic of Korea,Private company,,,Renamed SI from Unknown investor to Unknown (2621) on 15/03/2018,
2622,Unknown (#158852),"China, Hong Kong Special Administrative Region",Individual entrepreneur,,,,
2628,PT Sinar Citra,Indonesia,Private company,,,,
2629,Karli Boenjamin,Indonesia,Individual entrepreneur,,,,
2631,Vinafor,Vietnam,State-/government (owned) company,,,,
2632,Government of Vietnam,Vietnam,State-/government (owned) company,,,,
2633,Mihaud International Group,China,Private company,,,from Taiwan,
2634,Bapak Garibaldi  Thohir,Indonesia,Individual entrepreneur,,,,
2635,"Dole Food Company, Inc.",United States of America,Stock-exchange listed company,,,"Dole said it had cancelled the contract with Letsgrow in November 2011, but Letsgrow continues the operations",
2637,"Iino Kaiun Kaisha, Ltd.",Japan,Stock-exchange listed company,,,,
2638,K Lines,Japan,Stock-exchange listed company,,,,
2639,MOL Group,Japan,Stock-exchange listed company,,,,
2640,"Chuetsu Pulp & Paper Co., Ltd.",Japan,Stock-exchange listed company,,,,
2641,Oriental Holdings Bhd,Malaysia,Stock-exchange listed company,,,,
2643,Effendi Suryono,Indonesia,Individual entrepreneur,,,,
2644,Taipan Hectares Sdn Berhad,Malaysia,Private company,,,Taipan Hectares is owned by the family of Delloyd Ventures managing director DatukTee Boon Kee.,
2646,Hunter Resources PLC,United Kingdom of Great Britain and Northern Ireland,Private company,,,Company changed its name from GEM Biofuels in December 2012 in an effort to respond to the new investments to be made in the mining and natural resource sector.  Shareholders include (amongst others) Paul Benetti (former CEO). ,
2648,New Ecologic Oil (NEO) SA,France,Private company,,,,
2649,China National Complete Plant Import & Export Corporation,China,Stock-exchange listed company,,,COMPLANT for short,
2651,Diarmid Burns,Australia,Individual entrepreneur,,,Diarmid Burns established BEL in 2006. ,
2652,Avana Uranium,Isle of Man,Private company,,,,
2655,Green Co,India,,,,,
2656,Adama Development Plc,Ethiopia,Private company,,,,
2657,Al-Mehdi Group,Pakistan,Private company,,,,
2660,Bruhway Agro Industry P.L.C,Ethiopia,,,,Might also be called Birhuy,
2661,Castel Winery Plc,France,Private company,,,,
2666,Green Valley Agro Plc,India,Private company,,,,
2668,JVL Agro Industries Ltd,India,Stock-exchange listed company,,,,
2672,Mela Agricultural Developement Plc,Ethiopia,Private company,,,,
2675,Saber Group,India,,,,,
2680,Boleyn International,China,Private company,,,,
2681,GMG Global Ltd,Singapore,Stock-exchange listed company,,,"GMG GLobal ltd is a subsidiary of Sinochem, China (state company). ",
2682,SPPH,France,Private company,,,Societe De Production De Palmeraies Et D’Hevea,
2683,John Swire & Sons Limited,United Kingdom of Great Britain and Northern Ireland,Stock-exchange listed company,,,,
2684,Hansen og Røssevold Holdning,Norway,Private company,,,,
2685,Sauda Maskinering AS,Norway,Private company,,,,
2686,Nor Cut International,Norway,Private company,,,,
2687,Wanbao Grain and Oil Investment Ltd,China,Private company,,,,
2688,Carbon2Green,Canada,Stock-exchange listed company,,,This company is not listed on the Toronto Venture Exchange when checked in July 2013. It has probably changed its name to TomaGold following the merger with Stellar Pacific.,
2689,Greater Kingdom Group,China,,,,,
2690,PT Austindo Nusantara Jaya,Indonesia,Stock-exchange listed company,,,,
2691,Ovidiu Tender,Romania,Individual entrepreneur,,,Holds a large number of companies,
2692,Abellon CleanEnergy Ltd.,India,Stock-exchange listed company,,,,
2693,Halim Jawan,Indonesia,Individual entrepreneur,,,,
2695,Vasudewan Rasaiya,United States of America,Individual entrepreneur,,,,
2696,Sudihugeng Hardjojo,Indonesia,Individual entrepreneur,,,,
2697,Banyan Tree Holdings Limited,Singapore,Stock-exchange listed company,,,,
2699,Wellpoint Pacific Holdings Ltd,British Virgin Islands,Private company,,,,
2700,Kencana Agri Limited,Singapore,Stock-exchange listed company,,,Kencana Agri invests in Indonesia through various Indonesian subsidiaries.,
2702,National  Investment Company Ltd  (NICO),Tanzania,Investment fund,,,,
2703,Arkadia Ltd,Italy,,,,,
2704,Eurotech,Republic of Korea,,,,,
2705,Eurovistaa Trading Co. Ltd,India,,,,,
2706,Scheer Foundation,United States of America,Other (please specify in comment field),,,Private foundation,
2707,Kilimanjaro aloe vera  plantation Ltd (British),United Kingdom of Great Britain and Northern Ireland,Private company,,,,
2710,Nava Bharat Ventures Limited,India,Stock-exchange listed company,,,One report states that the country origin is Singapore.,
2711,Mahakaushal Sugar and Power Industries Ltd,India,,,,,
2712,SyEnergy Agriproduction,India,,,,,
2713,Wuhan Kaidi,China,,,,,
2715,Sinochem Group,China,State-/government (owned) company,,,,
2716,ETG Farming,Tanzania,Stock-exchange listed company,,,"ETG’s shareholders include Mahesh Patel and his family, the American assets management company Carlyle Group, the South African Pembani Remgro Infrastructure Managers (private equity) and Standard Chartered Bank. ",
2717,Mazhongdu International,China,,,,,
2718,Hainan Baisha,China,,,,,
2719,Hateg Corporation,Malaysia,Private company,,,,
2720,Sunshine Holdings,Sri Lanka,Stock-exchange listed company,,,,
2722,AZ Group,Cambodia,,,,,
2723,ING,Netherlands,Stock-exchange listed company,,,"Investment is done through ING Holding Co., Ltd., Cambodia.",
2724,Daun Penh Construction Group,Cambodia,Private company,,,,
2725,SMEC,Australia,Private company,,,,
2726,Lime Tree Capital,"China, Hong Kong Special Administrative Region",Private company,,,,
2728,Government of Mongolia,Mongolia,State-/government (owned) company,,,,
2729,Shandong Gold Group,China,State-/government (owned) company,,,Shandong Gold Group (hereinafter called “SD Gold Group”) is a large state-owned enterprise directly under Shandong provincial government,
2733,Billion Venture Sdn Bhd,Malaysia,Private company,,,,
2736,Group of private and public firms,United Arab Emirates,Other (please specify in comment field),,,"""A group including several UAE private and public firms has acquired about 16,187 hectares of land in Pakistan's Balochistan province""",
2739,Omo Valley Farm Cooperation Plc,Ethiopia,Private company,,,,
2740,Sabah state government,Malaysia,State-/government (owned) company,,,,
2741,Brazil Agro-Business Group,Brazil,Private company,,,The Brazil Agro-Business Group is owned by Brazilian farmer Frademir Saccol and a Brazilian partner. No other source of funding. ,
2742,Biomax,South Africa,,,,"The investor country may also be Australia, sources are contradictory. No further evidence found.",
2745,Vescovini Group,Italy,Private company,,,,
2746,Hadi Property Investment,Saudi Arabia,Investment fund,,,,
2747,Verein HST,Switzerland,Other (please specify in comment field),,,"Church organisation
Hilfe zur Selbsthilfe in Tanzania",
2748,Egyptian  African Company (EAC),"Egypt, Arab Rep.",Private company,,,"Another source states company name is: Egyptian African Company for Development and Investment. The company was established in 2011 under
an initiative of the Egyptian Businessmen Association and with several Egyptian shareholders that include
the National Bank of Egypt and Banque Misr.",
2749,Alteo Ltd,Mauritius,Stock-exchange listed company,,,"In July 2012, the merger of Flacq United Estates Limited (FUEL) into Deep River-Beau Champ Ltd (DRBC), formerly CIEL Agro-Industry, gave birth to a new multi-sector investment group, ALTEO Limited.
Deep River Investment (DRI), the main shareholder of the CIEL Group and GML Investissement (GMLI) were proponents of the merger and are now the two largest shareholders of Alteo Limited with 21% and 27.5% of its capital, the remaining shares being held by 3000 other shareholders of the public.",
2750,Shanta Estates Ltd,Kenya,Individual entrepreneur,,,Kenyan with Indian origin,
2751,Mukwano Group of Companies,Uganda,Private company,,,,
2753,Puzzolana Group,India,,,,,
2754,Indo-China Group,China,,,,,
2758,RTL World Trade Company,Thailand,,,,,
2759,Thai Beverage Public Company Limited (Thai Bev),Thailand,Stock-exchange listed company,,,,
2761,21st Century Energy,United States of America,Private company,,,,
2762,Maeva Group,Mozambique,,,,Owned by French citizen,
2764,First Pacific,"China, Hong Kong Special Administrative Region",Stock-exchange listed company,,,"Indofood and Metro Pacific Investment Corp. (MPIC) are subsidiaries of First Pacific.
(2015) Indo Agri owns 70% of PT Mitra Inti Sejati Plantation (2007)",
2766,Riopaila Castilla S.A,Colombia,Private company,,,,
2770,Alder Resources Ltda,Canada,Private company,,,,
2771,Olivut Resources Ltd.,Canada,Private company,,,,
2772,Fundación Paz Global,Republic of Korea,Private company,,,It acts Paraguayan country through the Global Peace Foundation.,
2773,Ajeenkya D Y Patil Group,India,Private company,,,,
2774,société Moulin moderne du Mali (3M),Mali,Private company,,,Modibo Keïta is behind the company. He is an ex Mali president and the current prime minister (2015),
2777,Palawan Bioenergy Development Corporation,Philippines,Private company,,,,
2778,Almarai Co.,Saudi Arabia,Stock-exchange listed company,,,,
2779,Gourock Ropes & Canvas (Z) Ltd,Zambia,Private company,,,"Gourock Ropes & Canvas (z) Ltd. was established in 1966 and is situated in the industrial city of Ndola on Copperbelt Province of Zambia and involved in manufacturing and distribution activity, serving the needs of the country's defense, mining, transport, agriculture and various other sectors. While the company is not involved in the production of agricultural goods, it is involved in the distribution of agricultural produce, including oils and food crops.",
2782,Monica Semillas,Brazil,Private company,,,"The realize acquisition through 6 subsidiaries with which Colombia has in the country, which are: Monica Colombia Ltda, Agrocaxias Ltda Agromarchett Ltda Catanaribo Ltda Manacacias Ltda Monicol Ltda Tilava Ltda",
2786,Viet Nam National Coffee Corp. (Vinacafe),Vietnam,State-/government (owned) company,,,,
2787,Dak Uy Coffee Company,Vietnam,,,,,
2788,Tin Nghia Corporation,Vietnam,Private company,,,,
2789,Saigon Agricultural Corporation,Vietnam,,,,,
2791,Vietcombank Securities Limited Company (VCBS),Vietnam,State-/government (owned) company,,,,
2792,CIA.MINERA SAN SIMON S.A.,Peru,Private company,,,,
2793,MARIA LEONOR HONORINA ANAYA,Peru,Individual entrepreneur,,,,
2794,VILLA AGRO EIRL,Peru,Private company,,,,
2795,EL ROCIO S.A,Peru,Private company,,,,
2796,CONSORCIO JRC AGROINDUSTRIAS S.A.C,Peru,Private company,,,,
2797,EMPRESA AGROINDUSTRIAL CASA GRANDE,Peru,Private company,,,,
2800,Sun Warm Tuna Co.,Philippines,Private company,,,,
2801,Delta Coffee,Malaysia,,,,,
2803,Taniyama Siam Company Ltd.,Japan,,,,,
2808,Binh Dinh Pharmaceutical and Medical Equipment Company (BIDIPHAR),Vietnam,State-/government (owned) company,,,,
2809,CBF Pharma Company,Lao PDR,,,,,
2811,ASOCIACION PAMPA 3 CHOZAS,Peru,Private company,,,,
2814,Sterling Paper Group,Philippines,Private company,,,SL Agri Tech is a subsidiary of Sterling Paper Group.,
2815,Cie Automotive S.A.,Spain,Stock-exchange listed company,,,Bionor Transformación S.A. is the subsidiary of Cie Automotive.,
2816,Rajarambapu Patil Sahakari Sakhar Karkhana Ltd.,India,Other (please specify in comment field),,,"Cooperative, controlled by Maharastra state rural development minister Jayant Patil",
2818,"Pavina Coffee Company, Ltd.",,,,,,
2819,Pavina Agriculture Development Co. Ltd.,,,,,,
2820,Chaleurn SCF Company Ltd.,,,,,,
2821,"Houfuco Company, Ltd.",Vietnam,,,,,
2823,"Paolong Rubber Plantation Company, Ltd.",China,,,,,
2824,"Jiasouang Rubber Promotion Co., Ltd.",,,,,no more info regarding investor found,
2826,BioEnergy Northern Luzon Inc.,Philippines,Private company,,,,
2827,SAFI Agro Industries Inc.,Philippines,Private company,,,,
2828,Unknown,Japan,,,,,
2829,Unknown,Republic of Korea,,,,,
2830,Kunming Ruipu Biotechnology Co. Ltd.,China,,,,,
2834,Diyuan,China,,,,no more info regarding investor found,
2835,Shengli Rubber Co,China,,,,,
2839,Gohill Timber,Malaysia,Private company,,,,
2847,Jiachuang Rubber Promotion Company Ltd.,China,Private company,,,"same investor as in # 3992 (""Jiasouang Rubber Promotion Co. Ltd."")? ",
2848,Taijiang,China,,,,,
2849,"Xeunhua Commerce Company, Ltd.",China,,,,"alternative spelling of the investor: ""Zhenhua""",
2850,Sino-Lao Jinrun Development Company,China,,,,,
2851,Yunnan Local Product Import Export Company,China,State-/government (owned) company,,,,
2852,Beijing Jinrun Rubber Co. Ltd.,China,,,,,
2853,Dao Heuang Group,Lao PDR,Private company,,,,
2856,Tata Sons Ltd.,India,Stock-exchange listed company,,,,
2857,Ying Jiu Pa Company Ltd.,China,Private company,,,"another cource calls the company ""Ying Zhou Ba"" ",
2860,Herakles Capital,United States of America,Investment fund,,,Through its subsidiary Herakles Farms ,
2862,"Chongxay Rubber Co., Ltd.",China,,,,"company is also called ""Jongxay""",
2864,Bao Sen Rubber Development,China,Private company,,,,
2867,Basic Energy Corporation,Philippines,Stock-exchange listed company,,,,
2869,Chonghe,,,,,,
2870,Olivo Noble S.A.,Spain,Private company,,,,
2871,Flour Lao China,China,,,,,
2872,Yunnan Rubber Company Ltd.,China,State-/government (owned) company,,,,
2874,Seunly Rubber Plantation Company,China,,,,,
2875,Deshang,China,,,,,
2876,Jiafeng,China,,,,,
2877,Jinsen,China,,,,,
2878,Leilin,China,,,,,
2879,Enviroplasma,Republic of Korea,Private company,,,,
2880,Luhang,China,,,,,
2881,Nanyong,China,,,,,
2883,"Xishuangbanna Foreign Trade Co., Ltd.",China,,,,"one source calls the company ""Xishuanbanna External Trade Co., Ltd."", but the above cited name seems to be correct",
2884,Pantaleon,Guatemala,Private company,,,"The company has other projects in Central America, as in brazil.",
2886,Philippine Maize Federation,Philippines,Other (please specify in comment field),,,Nationwide organization that shall represent and defend the interest of the vast population of corn farmers.,
2887,Philippine Agricultural Development and Commercial Corp.,Philippines,,,,,
2888,Bear Creek Mining Corporation,Canada,Private company,,,,
2889,Korea Overseas Grain Investment and Development Co,Republic of Korea,Private company,,,,
2890,Carlos Murgas Guerrero,Colombia,Individual entrepreneur,,,,
2895,AGRO LAS DUNAS EIRL,Peru,Private company,,,,
2911,Portaferry Limited,Malaysia,Private company,,,owned by various Rimbunan Hijau company directors,
2912,Columbus Profits,Singapore,Private company,,,,
2913,Thai Rubber Latex Corporation (Thailand) Public Company Limited (Thaitex),Thailand,Stock-exchange listed company,,,,
2914,Eco Solutions Co Ltd,Republic of Korea,Private company,,,,
2915,China Sandi Holdings Limited,"China, Hong Kong Special Administrative Region",Stock-exchange listed company,,,formerly known as China Grand Forestry Green Resources Group Limited,
2917,Abbar and Zainy,Saudi Arabia,Private company,,,,
2920,Abdulaye Wade,Senegal,Individual entrepreneur,,,Former president of Senegal (president at time of acquisition),
2921,Hayat,Libya,,,,,
2922,Bioenergy Production s.r.l.,Italy,Private company,,,,
2923,Crookes Brothers Ltd,South Africa,Stock-exchange listed company,,,Silverstreet Capital has a 44.8% stake in Crookes Brothers Ltd. ,
2924,Merhav Agro,Israel,Private company,,,,
2926,Guangdong Petro-trade Development Corp.,China,State-/government (owned) company,,,,
2927,Royal Golden Eagle International (RGE),Indonesia,Private company,,,"previously ""Raja Garuda Mas""",
2928,Shandong Rizhao SSYMB Pulp and Paper Co. Ltd,China,Private company,,,,
2930,Cooperativa Agraria San José de La Golondrina,Peru,Other (please specify in comment field),,,It is a Cooperative Institution ,
2931,Ernesto Antenor León Ramirez,Peru,Individual entrepreneur,,,355408 shares,
2932,Jorge Angel Raygada Tavara,Peru,Individual entrepreneur,,,431021 shares,
2933,Luis Antonio León Ramirez,Peru,Individual entrepreneur,,,355408 shares,
2934,Rodolfo Eduardo León Ramirez,Peru,Individual entrepreneur,,,153061 shares,
2935,Cocha Nueva,Peru,Private company,,,61224 shares. Daniel Moises Schydlowsky Rosenberg is the General Manager,
2936,James Leigh García,Peru,Individual entrepreneur,,,382041 shares,
2938,Laguna Lake Development Authority (LLDA),Philippines,State-/government (owned) company,,,,
2939,Bruno Mauricio Varela Marin,Uruguay,Individual entrepreneur,,,,
2941,Curcas Oil N.V.,Netherlands,Stock-exchange listed company,,,,
2943,SB Agrícola Ltda,United States of America,Private company,,,,
2944,E-Cane Fuel Corp,United States of America,Private company,,,,
2946,Abengoa SA,Spain,Stock-exchange listed company,,,,
2947,Cavite Biofuel Producers Inc,Philippines,Private company,,,Cavite Biofuel is the original investor  but 90% of the stakes was bought by  Bioeq Energy,
2948,Brookfield Asset Management,Canada,Investment fund,,,,
2949,Bronzeoak Group,United Kingdom of Great Britain and Northern Ireland,Private company,,,,
2950,Zabaleta & Co,Philippines,Private company,,,,
2951,Pan-African Agribusiness Ltd.,Mauritius,Private company,,,,
2952,African Agriculture Fund,Mauritius,Private company,,,,
2953,Finnish Fund for Industrial Cooperation,Finland,Private company,,,,
2957,Greenergy Holdings Inc,Philippines,Stock-exchange listed company,,,,
2959,"Qingdao Kaifeng Organic Vegetable Development Co., Ltd.",China,Private company,,,,
2960,"HONGKONG YONGXIN GROUP CO., LIMITED","China, Hong Kong Special Administrative Region",Private company,,,,
2961,"Jianfong Rubber Development Co., Ltd.",China,Private company,,,"company is also called ""Jien Fong""",
2962,Laos-China Jiantaly Rubber Development,China,,,,"company is also called ""Jien Taly""",
2964,Alcantara Group,Philippines,Private company,,,,
2966,Daewoo International Corporation,Republic of Korea,Stock-exchange listed company,,,,
2967,Korea Gas Corporation,Republic of Korea,State-/government (owned) company,,,,
2968,Oil and Natural Gas Corporation Limited,India,State-/government (owned) company,,,,
2969,GAIL (India) Ltd.,India,State-/government (owned) company,,,,
2970,Myanma Oil and Gas Enterprise (MOGE),Myanmar,State-/government (owned) company,,,,
2971,Lilieng Power Co. Ltd.,China,,,,,
2972,Lilieng Biological Development Co.,China,,,,,
2975,Tobishima Corporation,Japan,Stock-exchange listed company,,,,
2976,Provincial Military Headquarter,Lao PDR,State-/government (owned) company,,,,
2977,Unknown (#159326),Lao PDR,,,,,
2978,Kibio 2007,Republic of Korea,Private company,,,,
2981,Fives,France,Stock-exchange listed company,,,,
2982,Industrial Development Bank Capital Limited (IDB),Kenya,Semi state-owned company,,,,
2983,Mavuno Group,Kenya,Private company,,,,
2984,Kenya Electricity Generating Company Limited (KenGen),Kenya,Stock-exchange listed company,,,Nairobi stock exchange,
2986,BioJet Corporation,United States of America,Private company,,,Abundant Biofuels Corporation (USA/private) operates as a subsidiary of BioJet Corporation.,
2987,PT Japfa Comfeed lndonesia Tbk,Indonesia,Stock-exchange listed company,,,,
2990,Guidance Management Corporation (GMC),Philippines,Private company,,,,
2991,A Brown Company Inc,Philippines,Stock-exchange listed company,,,,
2994,Inversiones Ganaderas S.A,Argentina,Private company,,,,
2995,Yuen Foong Yu Group,China,Private company,,,The company Yuen Foong Yu Group owns the deal through its partner Chung Hwa Pulp.,
2997,Juan Guillermo Velez Jaramillo,Colombia,Individual entrepreneur,,,Source: Unibrander,
2998,Carlos Slim,Mexico,Individual entrepreneur,,,"Mexican multimillionaire. The sources indicate to Carlos Slim like the buyer, but it is possible that the bought could be done by some of his companies.",
2999,Union Group (UK) LLP,United Kingdom of Great Britain and Northern Ireland,Investment fund,,,,
3000,Sprott Resources Corp,Canada,Stock-exchange listed company,,,Publically-listed private equity firm,
3001,Kerio Valley Development Authority (KVDA),Kenya,State-/government (owned) company,,,,
3002,Inca One Resources Corp,Canada,Private company,,,,
3003,Canadian Mining S.A,Canada,Private company,,,,
3004,Aluminum Corporation of China (CHINALCO),China,State-/government (owned) company,,,"See http://bauvinal.info.free.fr/songngu/vnkyhopdongvoitq.htm, Chinalco only participated in 24 months (EPC package) then transfered to Vinacomin. See http://bauvinal.info.free.fr/tulieu/baocaobauxiteCP-QH-220509.htm ",
3005,Brasil Agronegócio FIP,Brazil,Investment fund,,,Between its shareholders are state banks and pension funds,
3007,Virgin Group Limited,United Kingdom of Great Britain and Northern Ireland,Private company,,,,
3008,Genagro Ltd,United Kingdom of Great Britain and Northern Ireland,Investment fund,,,Before Agrifirma Brazil Limited (ABL). It has 150 shareholders  between them is RIT Capital Partners (the principal shareholder is Lord Jacob Rotschild),
3009,Tirupati Sarjan Limited,India,Stock-exchange listed company,,,,
3010,Pacific Century Group,"China, Hong Kong Special Administrative Region",Investment fund,,,,
3011,"TRG Management LP (""TRG,"" d/b/a The Rohatyn Group)",United States of America,Investment fund,,,,
3012,Said Holding,Bermuda,Investment fund,,,,
3013,Pictet Private Equity Investors,Switzerland,Investment fund,,,,
3014,Solvia Investment Management,United Kingdom of Great Britain and Northern Ireland,Investment fund,,,,
3016,Government of Uganda,Uganda,State-/government (owned) company,,,,
3017,FIAM N.V. - Forestry Investment and Asset Management N.V,Netherlands,Investment fund,,,,
3018,Uganda Investment Authority (UIA),Uganda,Semi state-owned company,,,,
3020,Sonora Resources Corp,United States of America,Private company,,,,
3021,GoldCorp Inc,Canada,Stock-exchange listed company,,,,
3022,Corex Gold Co.,Canada,Stock-exchange listed company,,,,
3024,SLC Agrícola S.A,Brazil,Stock-exchange listed company,,,(50.1%),
3027,Cresud S.A.,Argentina,Stock-exchange listed company,,,,
3028,Novo Mercado,Brazil,Stock-exchange listed company,,,,
3030,China Modern Dairy Holdings Limited,China,Stock-exchange listed company,,,(2017) Meng Niu Dairy is buying out its shares from China Modern Dairy.,
3032,"Promotora de Palma del Soconusco SAPI de CV, (ProPalma)",Mexico,Private company,,,,
3033,GRrupo Oleomex,Mexico,Private company,,,,
3035,Banco do Nordeste do Brasil S/A (Northeast Bank of Brazil S/A),Brazil,Semi state-owned company,,,90% is Federal government ownership,
3037,Nestlé S.A.,Switzerland,Stock-exchange listed company,,,,
3038,China National Petroleum Corporation - CNPC,China,State-/government (owned) company,,,,
3039,INPEX Corporation,Japan,Private company,,,,
3040,Government of Luxembourg,Luxembourg,State-/government (owned) company,,,,
3041,Government of Canada,Canada,State-/government (owned) company,,,,
3042,"Idemitsu Kosan Co., Ltd.",Japan,Stock-exchange listed company,,,,
3043,"Japan Petroleum Exploration Co., Ltd. (JAPEX)",Japan,Stock-exchange listed company,,,,
3044,Japan Iron and Steel Federation (JISF),Japan,,,,,
3045,"The Okinawa Electric Power Co., Inc.",Japan,Private company,,,,
3046,"The Tokyo Electric Power Co., Inc. (TEPCO)",Japan,Stock-exchange listed company,,,,
3047,Suntory Holdings K.K.,Japan,Stock-exchange listed company,,,,
3048,Carbonfund.org,United States of America,,,,,
3049,Conservation International,United States of America,,,,,
3050,Sustainable Travel International,United States of America,,,,,
3051,UPM,Finland,Stock-exchange listed company,,,,
3052,"Grantham, Mayo, Van Otterloo & Co. LLC (GMO LLC)",United States of America,Investment fund,,,,
3053,Minera IRL Ltd.,Jersey,Stock-exchange listed company,,,,
3054,Grupo SLC,Brazil,Private company,,,the group belongs to Logemann Family,
3059,Uruguayan Government,Uruguay,State-/government (owned) company,,,,
3062,Klabin S.A,Brazil,Stock-exchange listed company,,,"it is controlled by the holding company Klabin Irmaos & Cia, which retains 60% of voting capital.",
3063,ARAUCO - Celulosa Arauco y Constitución S.A,Chile,Private company,,,,
3064,Compañía Manufacturera de Papeles y Cartones (CMPC),Chile,Private company,,,,
3065,Fatima Group,Pakistan,,,,,
3066,Arif Habib Group,Pakistan,,,,,
3067,"Proteak, S.A.P.I.B. de C.V. (BMV: TEAK)",Mexico,Stock-exchange listed company,,,,
3068,"DYER-CORIAT HOLDING, S.L",Peru,Private company,,,,
3069,DEUTSCHE BANK AG,Germany,Investment fund,,,London branch,
3070,ANDEAN FISCHING L.L.C,United States of America,Private company,,,,
3071,FONDO DE INVERSIÓN AGROINDUSTRIAL,Peru,Investment fund,,,,
3072,CLEARSTREAM BANKING S.A.,Luxembourg,Stock-exchange listed company,,,,
3073,SOUTH WINDS AS,United States of America,Private company,,,,
3075,Arne Hensel Berg,Denmark,Individual entrepreneur,,,,
3076,Rosario Bazán de Arangurí,Peru,Individual entrepreneur,,,,
3077,Augustus Ltd.,Monaco,Private company,,,,
3078,Tim Draper,United States of America,Individual entrepreneur,,,,
3079,Mair Foods Co.,Pakistan,Private company,,,,
3080,Muhammad Wali Group,Pakistan,,,,,
3082,Agrícola Santa Lucía S.A,Peru,Private company,,,,
3083,Intragrícola Valores S.A.C,Peru,Private company,,,,
3084,Diano Mariana Inversiones S.A.C,Peru,Private company,,,,
3085,Grupo Falcone Adrianzen Pazos,Peru,Private company,,,,
3086,Grupo  Ingenieros Civiles y Contratistas S.A (ICCGSA),Peru,Private company,,,it was established in Perú since 1965,
3087,Grupo Gloria,Peru,Private company,,,,
3088,Azara LLC,United States of America,Private company,,,,
3089,LAYCONSA - Lápices y Conexos S.A,Peru,Private company,,,Family Paredes is the owner,
3090,Corporación Mendoza del Solar SAC,Peru,Private company,,,IT is a real state company,
3091,Grupo San Fernando S.A,Peru,Private company,,,,
3092,Odebrecht Group,Brazil,Private company,,,,
3094,Timor Global PTE. LTD.,Singapore,Private company,,,,
3095,"Soon Hua Seng Group Co., Ltd.",Thailand,Stock-exchange listed company,,,,
3096,Advance Agro Public Company Limited,Thailand,Private company,,,,
3098,Mudanjiang City,China,State-/government (owned) company,,,,
3100,Dongning Huaxin Industry and Trade (Group) Ltd,China,,,,,
3101,Arriola Fuxet Family Group,Guatemala,Other (please specify in comment field),,,,
3102,Torrebiarte Family Group,Guatemala,Other (please specify in comment field),,,,
3103,Corporación Nacional del Cobre (CODELCO),Chile,State-/government (owned) company,,,,
3104,Empresa Nacional Minera del Ecuador (ENAMI EP),Ecuador,State-/government (owned) company,,,,
3105,Heilongjiang State Farms Beidahuang Group,China,State-/government (owned) company,,,,
3106,China Metallurgical Group (CMG),China,State-/government (owned) company,,,,
3107,A Grade Trading Ltda,China,State-/government (owned) company,,,,
3108,RiceTec,United States of America,Private company,,,"RiceTec, based in Alvin, TX and solely owned by the royal family of Liechtenstein",
3109,Royal Dutch Shell,Netherlands,Stock-exchange listed company,,,,
3110,Cosan Industria e Comercio SA,Brazil,Stock-exchange listed company,,,,
3111,Kuala Lumpur Kepong Berhad,Malaysia,Stock-exchange listed company,,,"Effective December 20, 2013, KL-Kepong International Ltd, a wholly owned unit of KLK acquired 63.181% interest in Equatorial Palm Oil PLC.",
3112,Public Investment Fund (PIF) of Saudi Arabia,Saudi Arabia,State-/government (owned) company,,,,
3113,Saudi Al Rajhi Group,Saudi Arabia,Private company,,,,
3117,AgDevCo,United Kingdom of Great Britain and Northern Ireland,Other (please specify in comment field),,,NPO,"Please change classification of ""other"" to NPO (last in the list)"
3119,PPF Group N.V.,Netherlands,Private company,,,,
3120,Koeleman Foods International B.V.,Netherlands,,,,,
3121,Senegalese Senethanol SA,Senegal,Private company,,,"The founder of Senethanol SA is Benjamin Dummai. Dummai has over 30 years of experience
agribusiness, especially in Africa and South America, and a criminal record for tax evasion and financial fraud. Senegalese Senethanol SA composed of 67% by Abe International LLC, a limited company registered
in New York by Benjamin Dummai. The remaining
33% is controlled by Senegalese shareholders. On May 16, 2014 Benjamin Dummai is arrested by the police Senegalese, accused of embezzling nearly half a million dollars.",
3124,Silverstreet Capital,Ireland,Investment fund,,,,
3126,InfraCo Limited,United Kingdom of Great Britain and Northern Ireland,Private company,,,,
3130,Sovena Group,Spain,Private company,,,,
3131,Unilever PLC,United Kingdom of Great Britain and Northern Ireland,Stock-exchange listed company,,,,
3132,Marubeni Co.,Japan,Stock-exchange listed company,,,,
3135,Agrogeba,Spain,Investment fund,,,,
3136,Gujarat Industrial Development Corporation (GIDC),India,State-/government (owned) company,,,,
3138,Banya Group Co Ltd.,Cambodia,Private company,,,,
3139,Best Royal (K) Co. Ltd,,,,,,
3141,Tumu Timbers Development Limited,Papua New Guinea,Private company,,,"a.k.a. ""Tuma Timbers Investment Ltd.""",
