Investor ID Downstream,Investor Name Downstream,Investor ID Upstream,Investor Name Upstream,Relation type,Investment type,Ownership share,Loan amount,Loan currency,Loan date,Comment
35388,Grupo Nova Atlantida,3840,Juan Ripoll Group (Grupo JR Ltda),Parent company,,,,,,
37795,Grupo Rondobel,3843,Grupo Randobel,Parent company,,,,,,
35395,Varacel,147,Stora Enso,Parent company,,,,,,
38890,Mtemadanga Distributors Limited,3846,Genesis Global Commodities,Parent company,,,,,,
38890,Mtemadanga Distributors Limited,3847,Clement Khembo,Parent company,,,,,,
38891,Limphasa Sugar Corporation,3849,Kirit and Dhiren Thakrar,Parent company,,,,,,
38891,Limphasa Sugar Corporation,3848,Unknown (3848),Parent company,,,,,,
35400,Renuka do Brasil SA,694,Shree Renuka Sugars,Parent company,,,,,,
35400,Renuka do Brasil SA,3850,Grupo Equipav,Parent company,,,,,,
38892,SC Agripe SRL,3852,Danubia GMBH,Parent company,,,,,,
35565,Volga Farming,3853,Agsen Limited,Parent company,,,,,,
38893,Unknown (Nyasa Limited),3854,Nyasa Limited,Parent company,,,,,,
35403,Biogreen Oil,697,Biogreen Oil B.V.,Parent company,,,,,,
35404,Plant.a.Bio,326,BFP International (Biofuel Projects International),Parent company,,,,,,
35404,Plant.a.Bio,698,Plant a. Bio,Parent company,,,,,,
35405,Floresteca SA,699,Floresteca Holding N.V.,Parent company,,,,,,
38896,Epanko Graphite Project,3858,Kibaran Resources Limited,Parent company,,,,,,
35415,Arauco,3859,Arauco SA,Parent company,,,,,,
35416,Agronoble,711,Aceites Borges,Parent company,,,,,,
35416,Agronoble,2870,Olivo Noble S.A.,Parent company,,,,,,
35417,Miguel Torres Chile,713,Grupo Torres,Parent company,,,,,,
38162,Suntime International,220,"Suntime International Techno-Economic Cooperation (Group) Co., Ltd.",Parent company,,,,,,
38639,LLC Atlantic Farms II,3519,David D Sweere and Sons International Ltd,Parent company,,,,,,
37314,"Palmas del Ixcán, S.A.",3101,Arriola Fuxet Family Group,Parent company,,,,,,
37314,"Palmas del Ixcán, S.A.",3102,Torrebiarte Family Group,Parent company,,,,,,
37314,"Palmas del Ixcán, S.A.",3869,Green Earth Fuels LLC,Parent company,,,,,,
38630,Lan LTD,3515,Barnstädt e.G.,Parent company,,,,,,
38898,Black Sea Agriculture Fund,3870,Global Quest LLC,Parent company,,,,,,
38899,Dangote Farms Limited,1448,Dangote Industries,Parent company,,,,,,
38900,Alfred C. Toepfer International Ukraine Ltd.,3871,Archer Daniels Midland Company (ADM),Parent company,,,,,,
38901,Rabo Farm,3872,Rabobank Group,Parent company,,,,,,
38904,Liqhobong Mining Development Company (Proprietary) Limited,3875,Firestone Diamonds,Parent company,,,,,,
38904,Liqhobong Mining Development Company (Proprietary) Limited,3876,Government of Lesotho,Parent company,,,,,,
35453,Agrocaribe SA,3877,AgroAmerica,Parent company,,,,,,
35453,Agrocaribe SA,3879,ProPalma,Parent company,,,,,,
35460,Acciona Energía México,3882,Acciona,Parent company,,,,,,
35465,Mareña Renovables,425,Mitsubishi Corp.,Parent company,,,,,,
35465,Mareña Renovables,674,Macquarie Group Ltd,Parent company,,,,,,
35465,Mareña Renovables,3883,Fomento Económico Mexicano,Parent company,,,,,,
35461,Iberdrola Renovables México SA,3884,Grupo Iberdrola,Parent company,,,,,,
38907,Societe Miniere de Dinguiraye,3880,Nordgold,Parent company,,,,,,
38905,SOMITA SA,3880,Nordgold,Parent company,,,,,,
38905,SOMITA SA,3881,Government of Burkina Faso,Parent company,,,,,,
38906,Bissa Gold SA,3880,Nordgold,Parent company,,,,,,
38906,Bissa Gold SA,3881,Government of Burkina Faso,Parent company,,,,,,
38903,Sociedade Mineira do Lulo Lda,3874,Lucapa Diamond Company,Parent company,,,,,,
38903,Sociedade Mineira do Lulo Lda,3885,Endiama,Parent company,,,,,,
38903,Sociedade Mineira do Lulo Lda,3886,Rosas & Petalas,Parent company,,,,,,
35464,Global Clean Energy Mexico ILLC,767,Global Clean Energy Holdings Inc. (GCEH),Parent company,,,,,,
35543,New Britain Palm Oil Limited,201,Sime Darby,Parent company,,,,,,
37439,New Britain Palm Oil Limited (NBPOL),201,Sime Darby,Parent company,,,,,,
37430,River Palte SA and BBC SA,2560,River Plate SA,Parent company,,,,,,
37430,River Palte SA and BBC SA,2561,BBC SA,Parent company,,,,,,
38610,"Unknown (Bangla Africa Agritech Limited, Mutambe Harvest Plc)",3479,Mutambe Harvest Plc,Parent company,,,,,,
38610,"Unknown (Bangla Africa Agritech Limited, Mutambe Harvest Plc)",3480,Bangla Africa Agritech Limited,Parent company,,,,,,
38897,Explorator Limitada,3862,Xtract Resources,Parent company,,,,,,
38909,Maharishi Organic Farm,3890,Viktor Pinchuk,Parent company,,,,,,
38911,Subsidiary Atlantic Farms,3891,DUI Holding A/S,Parent company,,,,,,
38911,Subsidiary Atlantic Farms,3892,David Sweere & Sons International Ltd,Parent company,,,,,,
35498,Empresa Agroindustrial Pomalca S.A.,3894,Grupo Oviedo,Parent company,,,,,,
35500,Empresa Agroindustrial Tumán SAA,3894,Grupo Oviedo,Parent company,,,,,,
35504,Industrial Andahuasi SAC,3895,EAA Andahuasi,Parent company,,,,,,
35504,Industrial Andahuasi SAC,3896,Grupo Wong,Parent company,,,,,,
35504,Industrial Andahuasi SAC,3897,Grupo Bustamante,Parent company,,,,,,
35514,Eco América SAC,821,Eco América,Parent company,,,,,,
38910,DAN-MILK,3891,DUI Holding A/S,Parent company,,,,,,
38912,AgroTerra LLC,3521,NCH Capital Inc.,Parent company,,,,,,
37769,Ariston Holdings Ltd.,2425,Afrifresh,Parent company,,,,,,
37769,Ariston Holdings Ltd.,3901,Smallholders,Parent company,,,,,,
36948,Galp Buzi,1290,Galp Energia,Parent company,,,,,,
36948,Galp Buzi,2276,Companhia do Buzi,Parent company,,,,,,
38917,Unknown (Ivolga-Holding LLC),3903,Ivolga-Holding LLC,Parent company,,,,,,
38918,Unknown (Prodimex-Holding Public Joint Stock Company),3904,Prodimex-Holding Public Joint Stock Company,Parent company,,,,,,
38919,Unknown (OAO Vanim Tatarstan),3905,OAO Vanim Tatarstan,Parent company,,,,,,
38920,Rusagro-Invest LLC,3906,Ros Agro PLC,Parent company,,,,,,
38921,Eksima Agro,3907,Avk Eksima Zao,Parent company,,,,,,
38922,Agrotechnologies LLC,3906,Ros Agro PLC,Parent company,,,,,,
38923,Primagro Joint Stock Company,3906,Ros Agro PLC,Parent company,,,,,,
35599,Ecodiesel de Colombia S.A.,3909,Ecopetrol SA,Parent company,,,,,,
36041,LEAC for Agriculture and Investment Co Ltd,1431,Jarch Capital,Parent company,,,,,,
36041,LEAC for Agriculture and Investment Co Ltd,1432,LEAC for Agriculture and Investment Co Ltd,Parent company,,,,,,
36049,Tasneem agriculture & animals production,1441,Eyat Oilfield Services,Parent company,,,,,,
36176,Ubombo Sugar Ltd,1998,Tibiyo Taka Ngwane Trust,Parent company,,,,,,
36176,Ubombo Sugar Ltd,1225,Illovo Sugar Ltd,Parent company,,,,,,
35153,Biocombustibles de Guatemala SA,3910,Bionor Tranformación SA,Parent company,,,,,,
35604,Bio Agro Heaven del Sur SA,3912,Grupo HPO Corp.,Parent company,,,,,,
35605,Pure Biofuels de Perú SA,928,Pure Biofuels,Parent company,,,,,,
38926,LLC Agro Vista Tambov,3916,David Medcalfe,Parent company,,,,,,
38928,Unknown (Bonduelle Group/European Bank for Reconstruction and Development),895,European Bank for Reconstruction and Development,Parent company,,,,,,
38928,Unknown (Bonduelle Group/European Bank for Reconstruction and Development),3918,Bonduelle Group,Parent company,,,,,,
36238,Amaggi Agro,3919,Grupo Amaggi,Parent company,,,,,,
36862,AgriSol Energy Tanzania Ltd,1532,AgriSol Energy LLC,Parent company,,,,,,
36862,AgriSol Energy Tanzania Ltd,2274,Serengeti Advisers Ltd,Parent company,,,,,,
36241,Biopalma Vale,3926,Vale SA,Parent company,,,,,,
36244,Infinity Bio Energy,1647,Infinity Bio Energy,Parent company,,,,,,
36244,Infinity Bio Energy,3927,Bertin Energy,Parent company,,,,,,
36417,Carvajal Pulpa y Papel,3930,Grupo Carvajal,Parent company,,,,,,
36415,Smurfit Kappa Cartón Colombia,1841,Smurfit Kappa,Parent company,,,,,,
36500,Rego Corporation del Perú,1943,Rego Corporation,Parent company,,,,,,
37452,Camarones de Nicaragua,2564,Grupo Pescanova,Parent company,,,,,,
37464,Maderas Cultivadas de Centroamerica,3936,Grupo Los Nacientes,Parent company,,,,,,
36437,Unknown (Icemark Africa Ltd),1865,Icemark Africa Ltd,Parent company,,,,,,
37541,Romton Agri PLC,3943,Cohen Brothers Ltd.,Parent company,,,,,,
37803,AZUNOSA,3946,SabMiller,Parent company,,,,,,
37601,"Unknown (Global Natural Resources Holding AG, Unnamed investor 180, Unnamed investor 181)",1073,Unnamed investor 180,Parent company,,,,,,
37601,"Unknown (Global Natural Resources Holding AG, Unnamed investor 180, Unnamed investor 181)",1074,Unnamed investor 181,Parent company,,,,,,
37601,"Unknown (Global Natural Resources Holding AG, Unnamed investor 180, Unnamed investor 181)",2435,Global Natural Resources Holding AG,Parent company,,,,,,
37230,Sociêtê de Mines de Syama S.A.,3232,Resolute Mining Limited,Parent company,,,,,,
37230,Sociêtê de Mines de Syama S.A.,1245,Government of Mali,Parent company,,,,,,
35871,Groupe Tomota,1239,Groupe Tomota,Parent company,,,,,,
35871,Groupe Tomota,1245,Government of Mali,Parent company,,,,,,
36601,Maragra Açúcar SA,2097,Maragra SARL,Parent company,,,,,,
36601,Maragra Açúcar SA,1225,Illovo Sugar Ltd,Parent company,,,,,,
36932,Lozane Farms,1347,Unnamed investor 225,Parent company,,,,,,
36932,Lozane Farms,2277,Mozambican Ministry of Agriculture,Parent company,,,,,,
36932,Lozane Farms,2278,Brazilian Cooperation Agency (ABC),Parent company,,,,,,
36932,Lozane Farms,2279,Japanese International Cooperation Agency (JICA),Parent company,,,,,,
37109,Al Dahra Agricultural Company-Namibia,2021,Namibia Development Corporation,Parent company,,,,,,
37109,Al Dahra Agricultural Company-Namibia,346,Al Dahra Agricultural Company,Parent company,,,,,,
36863,Kilombero Sugar Company Ltd,1534,ED&F Man,Parent company,,,,,,
36863,Kilombero Sugar Company Ltd,1225,Illovo Sugar Ltd,Parent company,,,,,,
36863,Kilombero Sugar Company Ltd,1531,Government of Tanzania,Parent company,,,,,,
35641,SucrIvoire,1806,HAREL ET FRERES,Parent company,,,,,,
35641,SucrIvoire,2396,SIFCA,Parent company,,,,,,
35641,SucrIvoire,1816,Government of Cote D'ivoire,Parent company,,,,,,
36508,"Unknown (Government, Hijazi and Ghosheh Group)",1953,Hijazi and Ghosheh Group,Parent company,,,,,,
36508,"Unknown (Government, Hijazi and Ghosheh Group)",1913,Government of Sudan,Parent company,,,,,,
37080,White Nile Sugar Co. Ltd.,1719,Kenana Sugar Company,Parent company,,,,,,
37080,White Nile Sugar Co. Ltd.,2379,National Pension Fund,Parent company,,,,,,
37080,White Nile Sugar Co. Ltd.,2380,AAAID,Parent company,,,,,,
37080,White Nile Sugar Co. Ltd.,1913,Government of Sudan,Parent company,,,,,,
37828,Pan Caribbean Sugar Company Ltda.,2649,China National Complete Plant Import & Export Corporation,Parent company,,,,,,
37838,Compañía Minera San Simon S.A.,2792,CIA.MINERA SAN SIMON S.A.,Parent company,,,,,,
38068,Muhoroni Sugar Company Limited,1562,Mehta Group,Parent company,,,,,,
38068,Muhoroni Sugar Company Limited,1154,Government of Kenya,Parent company,,,,,,
38069,Nzoia Sugar Company Limited (NSC),2981,Fives,Parent company,,,,,,
38069,Nzoia Sugar Company Limited (NSC),2982,Industrial Development Bank Capital Limited (IDB),Parent company,,,,,,
38069,Nzoia Sugar Company Limited (NSC),1154,Government of Kenya,Parent company,,,,,,
38422,Société des Mines de Gounkoto (Gounkoto SA),972,Randgold Resources,Parent company,,,,,,
38422,Société des Mines de Gounkoto (Gounkoto SA),1245,Government of Mali,Parent company,,,,,,
38625,Biotic Oil Company Ltd,3501,Unknown Ghanian Company,Parent company,,,,,,
38625,Biotic Oil Company Ltd,3502,YONEC GmbH & Co. Naturenergie KG,Parent company,,,,,,
35693,Varun Torian Ltd.,2003,Torian Resources NL,Parent company,,,,,,
35693,Varun Torian Ltd.,1028,Varun Industries Ltd,Parent company,,,,,,
38717,Aviv Tanzania Limited,967,Olam International Ltd.,Parent company,,,,,,
38620,Olam Argentina S.A.,967,Olam International Ltd.,Parent company,,,,,,
38184,Los Yaros Agropecuaria S.A.,1492,DWS GALOF,Parent company,,,,,,
37839,Molino La Perla,2793,MARIA LEONOR HONORINA ANAYA,Parent company,,,,,,
37840,Villa Agro EIRL.,2794,VILLA AGRO EIRL,Parent company,,,,,,
37841,Avícola El Rocio SA.,2795,EL ROCIO S.A,Parent company,,,,,,
37972,Chimú Agropecuaria SA.,3091,Grupo San Fernando S.A,Parent company,,,,,,
35878,Unknown (Union économique et monétaire ouest-africaine (UEMOA)),1247,Union économique et monétaire ouest-africaine (UEMOA),Parent company,,,,,,
36092,National Chicks Swaziland Pty Ltd,1489,Astral Foods,Parent company,,,,,,
36092,National Chicks Swaziland Pty Ltd,3949,Unknown (3949),Parent company,,,,,,
35825,Unknown (Les cultures du Cap East),1188,Les cultures du Cap East,Parent company,,,,,,
35825,Unknown (Les cultures du Cap East),1189,Unnamed investor 207,Parent company,,,,,,
38180,Grupo Colonia Rossel y Rius,3951,Grupo Colonia Rossel y Ruis,Parent company,,,,,,
36581,Selet Hulling PLC,2054,Kaleb Service Farmers House,Parent company,,,,,,
36581,Selet Hulling PLC,2614,Sun Opta Inc,Parent company,,,,,,
37971,Bioenergy SA.,3909,Ecopetrol SA,Parent company,,,,,,
36163,Kinyara Sugar Works Ltd.,1567,Rai Group,Parent company,,,,,,
36163,Kinyara Sugar Works Ltd.,3016,Government of Uganda,Parent company,,,,,,
38031,Fonterra Brasil Fazenda MIH Ltda,3964,Fonterra,Parent company,,,,,,
38039,Fazenda Bartira,2948,Brookfield Asset Management,Parent company,,,,,,
38091,Museo del Desierto,2998,Carlos Slim,Parent company,,,,,,
38410,World Food Ghana LTD,3965,World Food Association Organization S.A,Parent company,,,,,,
38415,Kyerekuanda Plantations Ltd.,3501,Unknown Ghanian Company,Parent company,,,,,,
38415,Kyerekuanda Plantations Ltd.,3968,Solomon Ankonum,Parent company,,,,,,
36851,Tanza Grain Ltd,1494,Rufiji Basin Development Authority (RUBADA),Parent company,,,,,,
36851,Tanza Grain Ltd,1500,VitaGrain,Parent company,,,,,,
38164,Plantaciones del Soconusco,3032,"Promotora de Palma del Soconusco SAPI de CV, (ProPalma)",Parent company,,,,,,
38166,Agropecuaria Arakatu Ltda.,3969,Arakatu LLC.,Parent company,,,,,,
38167,Joint Venture Agropecuária Arakatu Ltda and Banco do Nordeste do Brasil S/A,3035,Banco do Nordeste do Brasil S/A (Northeast Bank of Brazil S/A),Parent company,,,,,,
38167,Joint Venture Agropecuária Arakatu Ltda and Banco do Nordeste do Brasil S/A,3969,Arakatu LLC.,Parent company,,,,,,
35521,Montes del Plata,147,Stora Enso,Parent company,,,,,,
35521,Montes del Plata,3859,Arauco SA,Parent company,,,,,,
38941,Agrofirma Zolotoi Kolos OOO,3971,Zolotoi Kolos LLC,Parent company,,,,,,
38202,Agrícola Challapampa S.A.C,3972,Agrícola Challapampa SAC.,Parent company,,,,,,
38942,LLP Zolotoi Kolos,3971,Zolotoi Kolos LLC,Parent company,,,,,,
38651,Bai Shan Lin Inc.,3536,Bai Shan Lin International Forest Development Inc.,Parent company,,,,,,
36239,SLC - Roncador,3054,Grupo SLC,Parent company,,,,,,
36239,SLC - Roncador,3977,Grupo Dois Vales,Parent company,,,,,,
35353,High Luck Group Limited,3982,New Times Energy Corporation,Parent company,,,,,,
35353,High Luck Group Limited,3983,Maxipetrol Petroleos de Occidente,Parent company,,,,,,
35353,High Luck Group Limited,3984,JHP International Petroleum Engineering,Parent company,,,,,,
35369,Nieves de Mendoza SA.,3987,Walbrook,Parent company,,,,,,
35377,Grupo MP Wines,3988,Salentien,Parent company,,,,,,
35380,Kores - Empresa Minera Corocoro,669,COMIBOL (Corporación Minera de Bolivia),Parent company,,,,,,
35380,Kores - Empresa Minera Corocoro,3990,Korea Resources Corporation (Kores),Parent company,,,,,,
35389,Louis Dreyfus Company,681,Louis Dreyfus Group,Parent company,,,,,,
38648,Agroindustriala Tomtim Tomnatic SA,3533,Agrarius AG,Parent company,,,,,,
38648,Agroindustriala Tomtim Tomnatic SA,3851,ADS,Parent company,,,,,,
35392,Hyundai,3991,Hyundai Corporation,Parent company,,,,,,
35393,South American Soy LLC.,3992,South American Soy LLC,Parent company,,,,,,
36623,Azenglever Agropecuaria Ltda.,147,Stora Enso,Parent company,,,,,,
35396,Raizen,3109,Royal Dutch Shell,Parent company,,,,,,
35396,Raizen,3110,Cosan Industria e Comercio SA,Parent company,,,,,,
37418,Lumina Copper Chile S.A.,2557,Pan Pacific Copper Co.,Parent company,,,,,,
37418,Lumina Copper Chile S.A.,3678,Mitsui & Co Ltd.,Parent company,,,,,,
37309,Ivanhoe Energy Ecuador Inc.,3995,Ivanhoe Energy Inc.,Parent company,,,,,,
36859,Compañia Guatemalteca de Níquel SA.,2248,Solway Investment Group,Parent company,,,,,,
36859,Compañia Guatemalteca de Níquel SA.,2249,Government of Guatemala,Parent company,,,,,,
35942,Unknown (Government of Mozambique),2093,Government of Mozambique,Parent company,,,,,,
35459,Blackfire Exploration México,3997,Blackfire Exploration Ltd.,Parent company,,,,,,
35466,Exploraciones Mineras Parreña SA. de CV.,3998,Industrias Peñoles SAB. de CV.,Parent company,,,,,,
35469,Condor Gold Plc.,4001,Condor Gold Plc,Parent company,,,,,,
35510,Rio Blanco Copper,815,Monterrico Metals,Parent company,,,,,,
35510,Rio Blanco Copper,4003,Xiamen Zijin Tongguan Investment Development Corporation,Parent company,,,,,,
35518,Amatirí,4005,Zamin Ferrous,Parent company,,,,,,
37336,Agricultural Development Company of Angola,939,Chiquita Brands,Parent company,,,,,,
37336,Agricultural Development Company of Angola,4007,ESCOM,Parent company,,,,,,
37336,Agricultural Development Company of Angola,4008,Hipergesta,Parent company,,,,,,
36221,Reinarda Mineração Ltda,1625,Troy Resources NL,Parent company,,,,,,
36224,Largo Resources Ltd.,1628,Largo Resources Ltd,Parent company,,,,,,
36225,MMX Sudeste,4011,MXX,Parent company,,,,,,
36227,Cristal Pigmentos do Brasil SA.,4012,Cristal,Parent company,,,,,,
36229,Verena Minerals Corporation,1632,Belo Sun Mining,Parent company,,,,,,
36231,Mineracao Serra Grande,1635,Kinross gold corporation,Parent company,,,,,,
36231,Mineracao Serra Grande,727,AngloGold Ashanti,Parent company,,,,,,
36234,Mundo Mineração Ltda,1638,"Mundo Minerals Limited (""Mundo"")",Parent company,,,,,,
36379,Ventos do Sul Energia,1791,Enerfin/Enervento (Elecnor Group),Parent company,,,,,,
36379,Ventos do Sul Energia,1792,ENERCON GmbH,Parent company,,,,,,
36379,Ventos do Sul Energia,1793,CIP Brazil,Parent company,,,,,,
36386,Avanco Resources - Lara Exploration,1800,Lara Exploration,Parent company,,,,,,
36386,Avanco Resources - Lara Exploration,1801,Avanco Resources,Parent company,,,,,,
38080,Unión Agriculture Group,3000,Sprott Resources Corp,Parent company,,,,,,
38080,Unión Agriculture Group,2999,Union Group (UK) LLP,Parent company,,,,,,
36220,Anglo American,1929,Anglo American Plc.,Parent company,,,,,,
36428,Brookmount Explorations Inc.,1853,Brookmount Explorations Inc,Parent company,,,,,,
34977,Koktem EA,3976,Government of Kazakhstan,Parent company,,,,,,
34977,Koktem EA,3604,Toyota Tsusho Co.,Parent company,,,,,,
35920,Açucareira de Moçambique,3142,Tongaat Hulett Sugar South Africa Ltd.,Parent company,,,,,,
35920,Açucareira de Moçambique,2093,Government of Mozambique,Parent company,,,,,,
35224,Planet Food World International Food Processing Free Zone Platform Corporation,505,Planet Food World (PFWC),Parent company,,,,,,
35224,Planet Food World International Food Processing Free Zone Platform Corporation,4020,Food Agency Association World Engineering SRL (FAA-World Eng),Parent company,,,,,,
35224,Planet Food World International Food Processing Free Zone Platform Corporation,4021,Union of Turkish Non Government Organization (TSTK),Parent company,,,,,,
36134,Kagera Sugar Company,1535,Super Group of Companies Ltd.,Parent company,,,,,,
36431,Compañía Minera Zafranal SAC.,1856,AQM Copper Inc,Parent company,,,,,,
36431,Compañía Minera Zafranal SAC.,1857,Teck Resources Ltda.,Parent company,,,,,,
36432,Rio Alto Mining Limited,4023,Tahoe Resources Inc.,Parent company,,,,,,
36433,Sociedad Minera Corona SA,1860,Sociedad Minera Corona SA,Parent company,,,,,,
36433,Sociedad Minera Corona SA,4024,Sierra Metals Inc.,Parent company,,,,,,
36440,Mina Pirquitas Inc.,1872,Silver Standard,Parent company,,,,,,
36441,Patagonia Gold PLC.,1873,Patagonia Gold PLC,Parent company,,,,,,
36457,Mariana Resources Ltd.,1891,Mariana Resources Ltd,Parent company,,,,,,
36458,Silex Argentina SA.,1892,Golden Minerals Company,Parent company,,,,,,
36462,Minera San Jorge SA.,1897,Coro Mining Corp,Parent company,,,,,,
36465,NGEX - JOGMEC,1900,NGEX Resources Inc,Parent company,,,,,,
36465,NGEX - JOGMEC,1901,"Japan Oil, Gas and Metals National Corp",Parent company,,,,,,
36467,Hochschild Mining Plc - Mariana Resources Ltd,1891,Mariana Resources Ltd,Parent company,,,,,,
36467,Hochschild Mining Plc - Mariana Resources Ltd,1903,Hochschild Mining Plc,Parent company,,,,,,
36468,Minera Andes Inc.,1904,McEwen Mining,Parent company,,,,,,
36469,Golden Arrow Resources Corp.,1905,Golden Arrow Resources Corp,Parent company,,,,,,
36477,Cañariaco Copper Perú SA.,1915,Candente Copper Corp.,Parent company,,,,,,
38010,"Sinar Mas Paper (China) Investment Co., Ltd.",173,Sinar Mas Group,Parent company,,,,,,
36450,Carpenter Estates,1881,MBf Holdings Berhad,Parent company,,,,,,
37414,Reliance Haryana SEZ Limited (RHSL),2554,HSIIDC Limited,Parent company,,,,,,
37414,Reliance Haryana SEZ Limited (RHSL),3192,Reliance Industries Ltd (RIL),Parent company,,,,,,
36498,Compañía Minera Milpo SAA.,1937,Votorantim Metains - Cajamarquilla SA,Parent company,,,,,,
36501,Burlington Resources,4026,ConocoPhillips Co.,Parent company,,,,,,
36505,Vetra Exploración y Producción Colombiana SA.,1948,Vetra,Parent company,,,,,,
36507,Maple Energy PLC.,1950,Maple Energy PLC,Parent company,,,,,,
36518,Cepsa Peruana SAC.,1968,Cepsa,Parent company,,,,,,
36522,Pacific Exploration & Production Corp.,4028,Pacific Exploration & Production Corp,Parent company,,,,,,
36524,Olympic Peru Inc.,4029,Olympic Oil and Gas Corp.,Parent company,,,,,,
36526,Siboil de Perú SA.,4030,Siboil Company LLC.,Parent company,,,,,,
36528,Maurel & Prom Perú SAC,1978,Maurel & Prom,Parent company,,,,,,
38173,Petrobras - Ecopetrol - INPEX,720,Ecopetrol,Parent company,,,,,,
38173,Petrobras - Ecopetrol - INPEX,933,Petrobras,Parent company,,,,,,
38173,Petrobras - Ecopetrol - INPEX,3039,INPEX Corporation,Parent company,,,,,,
36535,Emerald Energy PLC.,1984,Emerald Energy PLC,Parent company,,,,,,
36904,Perenco Guatemala Limited,4032,Perenco Oil and Gas Co.,Parent company,,,,,,
36905,Empresa Petrolera del Itsmo,4033,MQuest International Inc.,Parent company,,,,,,
34973,Unknown,4034,Xinjiang Uygur Autonomous Region,Parent company,,,,,,
34973,Unknown,4035,Kazakhstan government,Parent company,,,,,,
38211,Odebrecht Perú Inversiones en Infraestructura S.A,3092,Odebrecht Group,Parent company,,,,,,
37045,Latin American Minerals INC.,2369,Latin American Minerals INC,Parent company,,,,,,
37045,Latin American Minerals INC.,2370,Minas Paraguay,Parent company,,,,,,
37045,Latin American Minerals INC.,2771,Olivut Resources Ltd.,Parent company,,,,,,
37335,Triton Minera SA.,2512,Inversiones Mineras S.A.,Parent company,,,,,,
37335,Triton Minera SA.,2456,B2 Gold Co.,Parent company,,,,,,
37228,Alamos Gold Inc.,2458,Alamos Gold Inc,Parent company,,,,,,
37805,Rosita D,2770,Alder Resources Ltda,Parent company,,,,,,
37805,Rosita D,4036,Calibre Mining Corp.,Parent company,,,,,,
37255,Corex - Goldcorp,3021,GoldCorp Inc,Parent company,,,,,,
37255,Corex - Goldcorp,3022,Corex Gold Co.,Parent company,,,,,,
37256,San Marcos - Exeter,2477,Exeter Resource Corporation,Parent company,,,,,,
37256,San Marcos - Exeter,4038,San Marcos Resources Inc.,Parent company,,,,,,
37286,Minera Panamá SA.,4039,First Quantum Minerals Ltd,Parent company,,,,,,
37287,Pershimco Resources Inc.,2499,Pershimco Resources,Parent company,,,,,,
38109,Inca One Resources - Canadian Mining SA.,3002,Inca One Resources Corp,Parent company,,,,,,
38109,Inca One Resources - Canadian Mining SA.,3003,Canadian Mining S.A,Parent company,,,,,,
38143,Capstone - Kores,670,Korea Resources Corporation (Kores),Parent company,,,,,,
38143,Capstone - Kores,2473,Capstone Mining Corp.,Parent company,,,,,,
35094,Em-Zealand SolutioNZ Ltd,351,Emirates Investments Group LLC,Parent company,,,,,,
35094,Em-Zealand SolutioNZ Ltd,4040,Innovation Waikato Ltd,Parent company,,,,,,
35227,Hail Agriculture Development Company (HADCO),2778,Almarai Co.,Parent company,,,,,,
35230,Hassad Turkey,376,Qatar Investment Authority,Parent company,,,,,,
36845,Green Eagle Plantations Pte Ltd,197,Rajawali Group,Parent company,,,,,,
38602,Riso Scotti Danubio SRL,3465,Riso Scotti SPA,Parent company,,,,,,
35213,Unknown (Acazis AG),2406,Acazis AG,Parent company,,,,,,
38558,Agri Consortium Videle S.R.L.,3422,Agri Invest A/S,Parent company,,,,,,
35638,Olam Palm Gabon SA,2381,Republic of Gabon,Parent company,,,,,,
35638,Olam Palm Gabon SA,967,Olam International Ltd.,Parent company,,,,,,
36491,Minera Chinalco Perú SA.,3004,Aluminum Corporation of China (CHINALCO),Parent company,,,,,,
35321,Andhra Pradesh Industrial Infrastructure Corporation Limited (APIIC),579,Andhra Pradesh Industrial Infrastructure Corporation Ltd. (APIIC),Parent company,,,,,,
38947,Elephant Voices Brasil,4046,Elephant Voices,Parent company,,,,,,
36405,Anglogold Ashanti - B2 Gold Co.),727,AngloGold Ashanti,Parent company,,,,,,
36405,Anglogold Ashanti - B2 Gold Co.),2456,B2 Gold Co.,Parent company,,,,,,
36689,Cresca SA,2155,Carlos Casado,Parent company,,,,,,
36689,Cresca SA,3027,Cresud S.A.,Parent company,,,,,,
37265,Jatropha Mali Initiative JMI,2485,Déguessi Vert,Parent company,,,,,,
37265,Jatropha Mali Initiative JMI,2486,Novartis,Parent company,,,,,,
37265,Jatropha Mali Initiative JMI,1826,Eco-Carbone,Parent company,,,,,,
38559,Montara Land Company,3392,Lutukira Mixed Farm,Parent company,,,,,,
37077,Sino-Singapore Jilin Food Zone (SSJFZ),411,Regional Government of Jilin,Parent company,,,,,,
37077,Sino-Singapore Jilin Food Zone (SSJFZ),4049,Singbridge,Parent company,,,,,,
35542,Big Sky Dairy Farms,3436,Harvard Management Company,Parent company,,,,,,
37257,First Majestic Silver Corp.,2481,First Majestic Silver Co.,Parent company,,,,,,
38140,Grupo de Propiedades Jalisco,3020,Sonora Resources Corp,Parent company,,,,,,
38140,Grupo de Propiedades Jalisco,2481,First Majestic Silver Co.,Parent company,,,,,,
36933,"Unknown (Dubai World Africa Services, Renaissance Capital)",2123,Renaissance Group,Parent company,,,,,,
36933,"Unknown (Dubai World Africa Services, Renaissance Capital)",4051,Charles Davy,Parent company,,,,,,
36933,"Unknown (Dubai World Africa Services, Renaissance Capital)",1614,Dubai World Africa Services,Parent company,,,,,,
