Investor ID Downstream,Investor Name Downstream,Investor ID Upstream,Investor Name Upstream,Relation type,Investment type,Ownership share,Loan amount,Loan currency,Loan date,Comment
35895,EmVest EEV,1267,Emvest,Parent company,,,,,,
38950,Edenville International (Tanzania) Limited,4053,Edenville Energy Plc,Parent company,,,,,,
38950,Edenville International (Tanzania) Limited,4054,Local partner,Parent company,,,,,,
38756,Unknown (Government-China),148,Government of China,Parent company,,,,,,
38436,East Africa Agri-business,3249,East Africa Agri-business Ltd,Parent company,,,,,,
38436,East Africa Agri-business,1614,Dubai World Africa Services,Parent company,,,,,,
37222,PT First Borneo Plantations,4057,Chancellor Oil Pty Ltd,Parent company,,,,,,
37232,KPI Project,4058,PT Kalpatura Investama,Parent company,,,,,,
37231,PT Mitra Aneka Rezeki,4059,PT Prasada Jaya Mulia,Parent company,,,,,,
37233,PT Az Zhara,4060,Mr Muhammad Agustiar Sabran Afandie,Parent company,,,,,,
35234,Yesil Yasam Ltd,515,Forest Returns,Parent company,,,,,,
35234,Yesil Yasam Ltd,517,More Trees Consultancy,Parent company,,,,,,
35234,Yesil Yasam Ltd,4061,Houtverwerkingsindustrie Fransen BV,Parent company,,,,,,
36764,Cavalla Rubber Corporation (CRC),1817,Michelin,Parent company,,,,,,
36764,Cavalla Rubber Corporation (CRC),2396,SIFCA,Parent company,,,,,,
36764,Cavalla Rubber Corporation (CRC),3282,Unknown,Parent company,,,,,,
38938,Unknown (Bakri Bois Corporation (BBC)),3945,Bakri Bois Corporation (BBC),Parent company,,,,,,
38583,Las Misiones SA,856,Harvard University,Parent company,,,,,,
38584,Empresas Verdes Argentinas SA,856,Harvard University,Parent company,,,,,,
38679,Agrícola Brinzal Ltda,856,Harvard University,Parent company,,,,,,
36513,"Unknown (Louis Dreyfus, state)",681,Louis Dreyfus Group,Parent company,,,,,,
36513,"Unknown (Louis Dreyfus, state)",1816,Government of Cote D'ivoire,Parent company,,,,,,
38118,Amuru Sugar Works,1446,Madhvani Group,Parent company,,,,,,
38118,Amuru Sugar Works,3016,Government of Uganda,Parent company,,,,,,
38691,Unknown (Egypt and Uganda),3610,Ministry of Agriculture and Land Reclamation,Parent company,,,,,,
38691,Unknown (Egypt and Uganda),3016,Government of Uganda,Parent company,,,,,,
36856,New Forests Company Tanzania UK Ltd,1517,New Forests Company Holdings,Parent company,,,,,,
36856,New Forests Company Tanzania UK Ltd,1531,Government of Tanzania,Parent company,,,,,,
38951,Megabois,4062,Unknown (Megabois),Parent company,,,,,,
38739,Matond Farms Limited,3699,Matna Foods Company Limited,Parent company,,,,,,
38739,Matond Farms Limited,2436,Government of Nigeria,Parent company,,,,,,
38425,Agro EcoEnergy Tanzania Limited,3563,EcoEnergy Africa AB,Parent company,,,,,,
38425,Agro EcoEnergy Tanzania Limited,1531,Government of Tanzania,Parent company,,,,,,
38953,Compagnie des Bois,4064,Unknown (Compagnie des Bois),Parent company,,,,,,
35342,Tamil Nadu Industrial Development Corporation Limited (TIDCO),3183,AMR India Limited,Parent company,,,,,,
35342,Tamil Nadu Industrial Development Corporation Limited (TIDCO),2053,Tamil Nadu Industrial Development Co. Ltd.,Parent company,,,,,,
38881,Mahindra Group,2053,Tamil Nadu Industrial Development Co. Ltd.,Parent company,,,,,,
37746,Grown Energy Zambeze Ltda,2856,Tata Sons Ltd.,Parent company,,,,,,
37710,Estate Management Services (Private) Limited,2720,Sunshine Holdings,Parent company,,,,,,
37710,Estate Management Services (Private) Limited,143,Wilmar International Ltd,Parent company,,,,,,
37710,Estate Management Services (Private) Limited,2856,Tata Sons Ltd.,Parent company,,,,,,
38006,"Guangxi Oji Plantation Forest Co., Ltd.",278,Oji Paper Co Ltd,Parent company,,,,,,
38006,"Guangxi Oji Plantation Forest Co., Ltd.",3132,Marubeni Co.,Parent company,,,,,,
38148,Multigrain S.A,3678,Mitsui & Co Ltd.,Parent company,,,,,,
38153,SLC-MIT Empreendimentos Agrícolas Ltda S.A,3024,SLC Agrícola S.A,Parent company,,,,,,
38153,SLC-MIT Empreendimentos Agrícolas Ltda S.A,3678,Mitsui & Co Ltd.,Parent company,,,,,,
37906,Taganito HPAL Nickel Corporation (THPAL),439,Nickel Asia Corp.,Parent company,,,,,,
37906,Taganito HPAL Nickel Corporation (THPAL),1993,Sumitomo Co.,Parent company,,,,,,
37906,Taganito HPAL Nickel Corporation (THPAL),3678,Mitsui & Co Ltd.,Parent company,,,,,,
36474,Alturas Minerals Corp - Minera IRL Limited),1910,Alturas Minerals Corp,Parent company,,,,,,
36474,Alturas Minerals Corp - Minera IRL Limited),3053,Minera IRL Ltd.,Parent company,,,,,,
35524,Unknown (Hassad Australia Pty Ltd),376,Qatar Investment Authority,Parent company,,,,,,
38772,SC Dn Agrar Berghin SRL,4067,ELKI Group,Parent company,,,,,,
38956,Global-woods AG,1763,Global Environment Fund,Parent company,,,,,,
38806,SC Westgrain SRL,4069,Ioan Micula,Parent company,,,,,,
38806,SC Westgrain SRL,4070,Viorel Micula,Parent company,,,,,,
35361,Burco Argentina SA.,4071,Grupo Burco,Parent company,,,,,,
35370,Sojitz Buenas Tierras del Sur SA.,526,Sojitz Group,Parent company,,,,,,
38958,Global Forest Products (Pty) Ltd,4076,York Timber Holdings Limited,Parent company,,,,,,
38959,Ramanas Farms,1763,Global Environment Fund,Parent company,,,,,,
38960,Imvelo Forests,1763,Global Environment Fund,Parent company,,,,,,
35472,Yaguarete Pora SA.,776,Yaguarete Pora SA,Parent company,,,,,,
38963,Honest Timber Gabon,4079,Honest Timber,Parent company,,,,,,
38964,Corà Wood Gabon (CWG),4080,Corà Domenico & Figli,Parent company,,,,,,
38965,Rougier Gabon,4081,Rougier,Parent company,,,,,,
38967,QIT Madagascar Minerals (QMM),1999,Government of Madagascar,Parent company,,,,,,
38967,QIT Madagascar Minerals (QMM),4083,Rio Tinto,Parent company,,,,,,
38237,Agrokultura Kursk LLC,877,Agrokultura AB,Parent company,,,,,,
38085,Guangdong Dingfeng Pulp and Paper Co Ltd,2995,Yuen Foong Yu Group,Parent company,,,,,,
35667,Bisha Mining Share Company,999,Nevsun resources ltd,Parent company,,,,,,
35667,Bisha Mining Share Company,2237,Eritrean National Mining Corporation,Parent company,,,,,,
38957,Compagnie des Bois du Gabon (CBG),1763,Global Environment Fund,Parent company,,,,,,
38957,Compagnie des Bois du Gabon (CBG),4072,Compagnie des Bois du Gabon (CBG),Parent company,,,,,,
38957,Compagnie des Bois du Gabon (CBG),4084,The Grantham Foundation for the Protection of the Environment,Parent company,,,,,,
36546,SoSuMar,3426,Uttam Sucrotech International,Parent company,,,,,,
36546,SoSuMar,1245,Government of Mali,Parent company,,,,,,
37345,Unknown (Government of Saudi Arabia),1410,Government of Saudi Arabia,Parent company,,,,,,
38122,Sugar Corporation of Uganda Limited (SCOUL),1562,Mehta Group,Parent company,,,,,,
38122,Sugar Corporation of Uganda Limited (SCOUL),3016,Government of Uganda,Parent company,,,,,,
36266,Madagascar Future Enterprise Corp. (MFE Corp.),1669,Daewoo Logistics,Parent company,,,,,,
38687,PT Sawit Graha Manunggal,4085,British Anglo Eastern,Parent company,,,,,,
38969,Pedro Afonso Acucar e Bioenergia SA,4089,Bunge Limited,Parent company,,,,,,
38969,Pedro Afonso Acucar e Bioenergia SA,4090,Itochu,Parent company,,,,,,
36840,Prokon Renewable Energy Solutions and Systems,1491,Prokon Regenerative Energien GmbH,Parent company,,,,,,
36840,Prokon Renewable Energy Solutions and Systems,4092,Diadem,Parent company,,,,,,
35345,State Industrial Development Corporation of Uttaranchal Ltd,634,State Industrial Development Corporation of Uttaranchal Ltd,Parent company,,,,,,
35345,State Industrial Development Corporation of Uttaranchal Ltd,4093,Eldeco Infrastructure & Properties Ltd,Parent company,,,,,,
34918,Agrícola Lavras,3978,Edno and Clovis Cortezia,Parent company,,,,,,
37528,Outspan Agri Estates PLC,967,Olam International Ltd.,Parent company,,,,,,
37175,Olam Nigeria Ltd,967,Olam International Ltd.,Parent company,,,,,,
36553,Olam Mozambique Lda,967,Olam International Ltd.,Parent company,,,,,,
38501,"Yun Khean Minerals (Cambodia) Co., Ltd.",4099,Yun Khean Minerals,Parent company,,,,,,
38798,Siv Guek Investment Co Ltd,2330,HuaYue Group Co. Ltd.,Parent company,,,,,,
38821,PT. Kalibendo,4103,PT Kalibendo,Parent company,,,,,,
38973,African Consolidated Resources SRL ('Vast Romania'),4104,Vast Resources Plc,Parent company,,,,,,
38974,Unknown (Businessman and politician),4105,Unknown (Businessman),Parent company,,,,,,
38974,Unknown (Businessman and politician),4106,Unknown (Politician),Parent company,,,,,,
36208,Zimbabwe Bio Energy,2125,Billy Rautenbach,Parent company,,,,,,
36208,Zimbabwe Bio Energy,2124,Development Trust of Zimbabwe,Parent company,,,,,,
38975,Green Fuel Ltd,2268,Agricultural Rural Development Authority of Zimbabwe (ARDA),Parent company,,,,,,
38975,Green Fuel Ltd,4107,Rating Investments,Parent company,,,,,,
38570,Agripalma,946,SOCFIN,Parent company,,,,,,
38570,Agripalma,4108,São Tomé State,Parent company,,,,,,
38976,Sinarom Mining Group SRL,4104,Vast Resources Plc,Parent company,,,,,,
38976,Sinarom Mining Group SRL,4109,Sinarom Mining Group SRL,Parent company,,,,,,
38977,Romaltyn Exploration SRL,4110,SAT & Company JSC,Parent company,,,,,,
38977,Romaltyn Exploration SRL,4111,Fribourg Capital,Parent company,,,,,,
38978,Deva Gold SA,4112,Eldorado Gold Corporation,Parent company,,,,,,
38978,Deva Gold SA,4113,Minest Deva SA,Parent company,,,,,,
38980,SC European Goldfields Deva SRL,4112,Eldorado Gold Corporation,Parent company,,,,,,
38982,"Plantations Socfinaf Ghana Ltd ""PSG""",946,SOCFIN,Parent company,,,,,,
35644,Sino-Cam Iko Ltd.,4118,Shaanxi Overseas Investment and Development Co Ltd,Parent company,,,,,,
38983,Tropical Rubber Cote d'Ivoire,2681,GMG Global Ltd,Parent company,,,,,,
38983,Tropical Rubber Cote d'Ivoire,4119,African Society for the Promotion and hevea 'rubber industrialization (SAPHIC),Parent company,,,,,,
38985,Sol Agrícola Ltda.,4121,Zhejiang Fudi Agriculture Company,Parent company,,,,,,
38985,Sol Agrícola Ltda.,4122,Heilongjiang State Farm Company,Parent company,,,,,,
38987,M’Béwani,1245,Government of Mali,Parent company,,,,,,
38987,M’Béwani,4123,China Overseas Engineering Group Co Ltd (COVEC),Parent company,,,,,,
38988,Unknown (Hao Shengli),4124,Hao Shengli,Parent company,,,,,,
38989,Lianhe Africa Agriculture Development Co,4125,Hubei Hefeng Grain & Oil,Parent company,,,,,,
38990,Samax Romania SRL,4126,Carpathian Gold Inc,Parent company,,,,,,
38991,Valhalla Resources Ltd,4127,Aldridge Minerals Inc,Parent company,,,,,,
38992,Sol Agrícola Ltda,4121,Zhejiang Fudi Agriculture Company,Parent company,,,,,,
38992,Sol Agrícola Ltda,4122,Heilongjiang State Farm Company,Parent company,,,,,,
38994,LatAm Frams,4129,LatAm Farms,Parent company,,,,,,
38996,Estancia del Lago SA.,3592,Grupo Bulgheroni,Parent company,,,,,,
36873,China Zambia Friendship Farm,4131,China State Farm Agribusiness Corporation (CSFAC),Parent company,,,,,,
36873,China Zambia Friendship Farm,4132,Jiangsu State Farm Agribusiness Corporation (JSFAC),Parent company,,,,,,
38997,"China Huafeng Investment Group Co., Ltd.",4133,"HuaYong Overseas (Beijing) Agricultural Science and Technology Co., Ltd.",Parent company,,,,,,
38998,Grey Monkey Farm,4134,"Hubei Province Lianfeng Overseas Agriculture Development Co., Ltd (Hubei Lianfeng)",Parent company,,,,,,
38998,Grey Monkey Farm,4135,Lianhua company,Parent company,,,,,,
38999,Wanjin Tianrui,4136,Anhui Tianrui Environmental Technology Co. Ltd,Parent company,,,,,,
37164,Unknown (China National Agricultural Development Group Corporation),1121,China National Agricultural Development Group Corporation,Parent company,,,,,,
37467,Mim cashew,2574,Mim cashew & Agricultural Products Ltd.,Parent company,,,,,,
35841,"Unknown (Southern Hemisphere, Unnamed investor 208)",1206,Unnamed investor 208,Parent company,,,,,,
35841,"Unknown (Southern Hemisphere, Unnamed investor 208)",1205,Southern Hemisphere,Parent company,,,,,,
39000,Huabei Kuangye LLC,4137,Tian Poh Resources Ltd,Parent company,,,,,,
39001,Amulet LLC,4137,Tian Poh Resources Ltd,Parent company,,,,,,
39002,Khangailand LLC,4137,Tian Poh Resources Ltd,Parent company,,,,,,
39003,Mandal-Urghukh LLC,4137,Tian Poh Resources Ltd,Parent company,,,,,,
39005,Unknown (Chinese Government),4139,Chinese Government,Parent company,,,,,,
39006,Unknown (Jingyan Yinhai Seed Co Ltd),4140,Jingyan Yinhai Seed Co Ltd,Parent company,,,,,,
39006,Unknown (Jingyan Yinhai Seed Co Ltd),4141,Tajikistan Government,Parent company,,,,,,
39007,Unknown (Government of Xinjiang Uyghur Autonomous Region in West China),4142,Government of Xinjiang Uyghur Autonomous Region in West China,Parent company,,,,,,
35616,Unknown (Government of South Africa),4144,Government of South Africa,Parent company,,,,,,
35663,Kobebussan Egypt Limited Partnership,995,Kobebussan,Parent company,,,,,,
37567,Unknown (Ferrostaal AG),1847,Ferrostaal AG,Parent company,,,,,,
35594,Adecoagro SA. - El Tejar SA.,662,Adecoagro S.A.,Parent company,,,,,,
35594,Adecoagro SA. - El Tejar SA.,916,El Tejar Ltd.,Parent company,,,,,,
36170,Oil Palm Uganda Ltd.,3407,Kalangala Oil Palm Growers Trust,Parent company,,,,,,
36170,Oil Palm Uganda Ltd.,1574,BIDCO Ltd,Parent company,,,,,,
39009,Ndonga Linena business,4146,Shikunino Trading Enterprises Pty Ltd,Parent company,,,,,,
39009,Ndonga Linena business,4147,"Ministry of Agriculture, Water and Forestry",Parent company,,,,,,
39010,Sikondo Agricultural Project,4148,"Ministry of Agriculture, Water and Forestry",Parent company,,,,,,
39012,Orange River Irrigation Business (ORIB),4148,"Ministry of Agriculture, Water and Forestry",Parent company,,,,,,
39013,LL Biofuels Namibia (Pty) Ltd,4151,Leviev Group of Companies (L.G.C),Parent company,,,,,,
39016,M. Amkongo Diversified  Agricultural Farming,4154,Farm Nadubib,Parent company,,,,,,
39016,M. Amkongo Diversified  Agricultural Farming,4155,Unknown possible investors,Parent company,,,,,,
39017,Aeroponics Farming Namibia CC,4156,Aeroponics Farming Namibia CC,Parent company,,,,,,
39017,Aeroponics Farming Namibia CC,4157,Unknown Investors,Parent company,,,,,,
39020,Manufacturing Consultancy Services,4162,Manufacturing Consultancy Services,Parent company,,,,,,
39020,Manufacturing Consultancy Services,3825,Unknown (3825),Parent company,,,,,,
35803,Al Qudra Holding Morocco,350,Al Qudra Holding,Parent company,,,,,,
35850,Unknown (Noor Bio Energy West Africa),4165,Noor Bio Energy West Africa,Parent company,,,,,,
36544,N'Sukula,1220,China Light Industrial Corporation for Foreign Economic and Technical Cooperation,Parent company,,,,,,
36544,N'Sukula,1245,Government of Mali,Parent company,,,,,,
35854,Dougabougou,1220,China Light Industrial Corporation for Foreign Economic and Technical Cooperation,Parent company,,,,,,
35854,Dougabougou,1245,Government of Mali,Parent company,,,,,,
39025,MLR Forestal,4168,MLR Forestry Limited,Parent company,,,,,,
39026,San Miguel Uruguay SA.,4169,San Miguel SA.,Parent company,,,,,,
39031,Lubambe Copper Mine Limited,1645,Vale,Parent company,,,,,,
39031,Lubambe Copper Mine Limited,3663,ZCCM Investments Holdings Plc (ZCCM-IH),Parent company,,,,,,
39031,Lubambe Copper Mine Limited,4174,African Rainbow Minerals,Parent company,,,,,,
39032,Unknown (Lubambe Copper Mine Limited and Local Co-operative),4175,Lubambe Copper Mine Limited,Parent company,,,,,,
39032,Unknown (Lubambe Copper Mine Limited and Local Co-operative),4176,Unknown (local farming co-operative in Kasapa village),Parent company,,,,,,
39033,Kariba Minerals Limited,3663,ZCCM Investments Holdings Plc (ZCCM-IH),Parent company,,,,,,
39033,Kariba Minerals Limited,4177,Gemfields PLC,Parent company,,,,,,
39035,CNMC Luanshya Copper Mines,3663,ZCCM Investments Holdings Plc (ZCCM-IH),Parent company,,,,,,
39035,CNMC Luanshya Copper Mines,4178,"China Nonferrous Metal Mining (Group) Co., Ltd",Parent company,,,,,,
39036,N'Selel-DAIPN,989,ZTE Corporation,Parent company,,,,,,
39037,Unknown (Jiangxi Yu Sheng Food),4179,Jiangxi Yu Sheng Food,Parent company,,,,,,
39038,M’Pourié,4131,China State Farm Agribusiness Corporation (CSFAC),Parent company,,,,,,
36715,Sierra Leone China Agriculture Development Company Limited,2170,China Hainan Rubber Industry Group,Parent company,,,,,,
36715,Sierra Leone China Agriculture Development Company Limited,3656,China Hainan Company for International Economic Cooperation,Parent company,,,,,,
36715,Sierra Leone China Agriculture Development Company Limited,3657,Jiangsu Provincial Construction Group,Parent company,,,,,,
36715,Sierra Leone China Agriculture Development Company Limited,2171,Government of Sierra Leone,Parent company,,,,,,
37163,Complex Sucier D'Anie,953,Complant,Parent company,,,,,,
38466,Zhongken Estates Limited,4181,China Africa Agriculture Investment Corporation (CAAIC),Parent company,,,,,,
36938,Agriculture and Rural Development Authority (ARDA),2270,Agriculture and Rural Development Authority (ARDA).,Parent company,,,,,,
36874,Unknown (China State Farm Agribusiness Corporation),4131,China State Farm Agribusiness Corporation (CSFAC),Parent company,,,,,,
39040,Unknown (Jiangsu State Farm Agribusiness Corporation),4132,Jiangsu State Farm Agribusiness Corporation (JSFAC),Parent company,,,,,,
39041,Unknown (Shandong IETC),4182,Shandong IETC,Parent company,,,,,,
39042,Sucre de L'Quest (West Sugar),953,Complant,Parent company,,,,,,
39043,Unknown (Hunan Yuan International),4183,Hunan Yuan International,Parent company,,,,,,
38594,Gesterra,4184,"Ministry of Agriculture, Rural Development and Fisheries",Parent company,,,,,,
39044,"Vietnamese-American Hotel And Resort, Ltd.",4185,ITC Spectrum LLC,Parent company,,,,,,
39045,Kukra Development Corporation S.A.,4186,Grupo Industrial Agrosa,Parent company,,,,,,
39046,Murgas Dávila SAS.,2890,Carlos Murgas Guerrero,Parent company,,,,,,
39048,Agroforestal SA.,4188,Simplemente Madreas Group Ltd.,Parent company,,,,,,
38519,Unknown (Mahtani Group of Companies and Sunbird Bio Energy Limited),3354,Mahtani Group of Companies,Parent company,,,,,,
38519,Unknown (Mahtani Group of Companies and Sunbird Bio Energy Limited),3690,Sunbird Bio Energy Limited,Parent company,,,,,,
39051,Agrodesmontes SA.,4191,Agrodesmontes SA,Parent company,,,,,,
39059,Nature Corps,4199,AMS Food International SA.,Parent company,,,,,,
39060,Austin Powder Argentina SA.,4200,Austin Powder International,Parent company,,,,,,
39064,Abra del Sol SRL.,4204,Abra del Sol SRL,Parent company,,,,,,
39065,AJU SRL.,4205,AJU SRL,Parent company,,,,,,
35591,IRSA,3027,Cresud S.A.,Parent company,,,,,,
35241,InnovGreen,4208,Sinar Mas,Parent company,,,,,,
38161,China Modern Dairy Holdings Limited,4209,China Mengniu Dairy Company Limited,Parent company,,,,,,
38081,Stora Enso (Guangxi) Forestry Co Ltd,147,Stora Enso,Parent company,,,,,,
38081,Stora Enso (Guangxi) Forestry Co Ltd,4210,Guangxi Guihai Forestry Ltd,Parent company,,,,,,
